arxiv,abstract
1807.00539,"A search for decays of the Higgs boson into a pair of new spin-zero particles, $H \to aa$, where the $a$-bosons decay into a $b$-quark pair and muon pair, is presented. The search uses 36.1 fb$^{-1}$ of proton-proton collision data at $\sqrt{s}=13$ TeV recorded by the ATLAS experiment at the LHC in 2015 and 2016. No significant deviation from the Standard Model prediction is observed. Upper limits at 95% confidence level are placed on the branching ratio $(σ_H / σ_{SM}) \times B(H\to aa\to bbμμ)$, ranging from $2\times 10^{-4}$ to $10^{-3}$ in the $a$-boson mass range of 20-60 GeV. Model-independent limits are set on the visible production cross-section times the branching ratio to the $bbμμ$ final state for new physics, $σ_{vis}(X) \times B(X\to bbμμ)$, ranging from 0.1 fb to 0.73 fb for $m_{μμ}$ between 18 and 62 GeV."
2005.12236,"This paper describes a search for beyond the Standard Model decays of the Higgs boson into a pair of new spin-0 particles subsequently decaying into $b$-quark pairs, $H \rightarrow aa \rightarrow (b\bar{b})(b\bar{b})$, using proton-proton collision data collected by the ATLAS detector at the Large Hadron Collider at center-of-mass energy $\sqrt{s}=13$ TeV. This search focuses on the regime where the decay products are collimated and in the range $15 \leq m_a \leq 30$ GeV and is complementary to a previous search in the same final state targeting the regime where the decay products are well separated and in the range $20 \leq m_a \leq 60$ GeV. A novel strategy for the identification of the $a \rightarrow b\bar{b}$ decays is deployed to enhance the efficiency for topologies with small separation angles. The search is performed with 36 fb$^{-1}$ of integrated luminosity collected in 2015 and 2016 and sets upper limits on the production cross-section of $H \rightarrow aa \rightarrow (b\bar{b})(b\bar{b})$, where the Higgs boson is produced in association with a $Z$ boson."
2110.00313,"This paper presents a search for decays of the Higgs boson with a mass of 125 GeV into a pair of new pseudoscalar particles, $H\rightarrow aa$, where one $a$-boson decays into a $b$-quark pair and the other into a muon pair. The search uses 139 fb$^{-1}$ of proton-proton collision data at a center-of-mass energy of $\sqrt{s}=13$ TeV recorded between 2015 and 2018 by the ATLAS experiment at the LHC. A narrow dimuon resonance is searched for in the invariant mass spectrum between 16 GeV and 62 GeV. The largest excess of events above the Standard Model backgrounds is observed at a dimuon invariant mass of 52 GeV and corresponds to a local (global) significance of $3.3 σ$ ($1.7 σ$). Upper limits at 95% confidence level are placed on the branching ratio of the Higgs boson to the $bbμμ$ final state, $\mathcal{B}(H\rightarrow aa\rightarrow bbμμ)$, and are in the range $\text{(0.2-4.0)} \times 10^{-4}$, depending on the signal mass hypothesis."
2312.03306,"Presented is the search for anomalous Higgs boson decays into two axion-like particles (ALPs) using the full Run 2 data set of 140 fb$^{-1}$ of proton-proton collisions at a centre-of-mass energy of 13 TeV recorded by the ATLAS experiment. The ALPs are assumed to decay into two photons, providing sensitivity to recently proposed models that could explain the $(g-2)_μ$ discrepancy. This analysis covers an ALP mass range from 100 MeV to 62 GeV and ALP-photon couplings in the range $10^{-5}\, \text{TeV}^{-1}&lt;C_{aγγ}/Λ&lt;1\, \text{TeV}^{-1}$, and therefore includes signatures with significantly displaced vertices and highly collinear photons. No significant excess of events above the Standard Model background is observed. Upper limits at 95% confidence level are placed on the branching ratio of the Higgs boson to two ALPs in the four-photon final state, and are in the range of $ 10^{-5}$ to $3\times 10^{-2}$, depending on the hypothesized ALP mass and ALP-photon coupling strength."
2407.01335,"This paper presents a search for exotic decays of the Higgs boson into a pair of new pseudoscalar particles, $H\rightarrow aa$, where one pseudoscalar decays into a $b$-quark pair and the other decays into a $τ$-lepton pair, in the mass range $12\leq m_{a}\leq 60$ GeV. The analysis uses $pp$ collision data at $\sqrt{s} = 13$ TeV collected with the ATLAS detector at the LHC, corresponding to an integrated luminosity of 140 ${fb}^{-1}$. No significant excess above the Standard Model (SM) prediction is observed. Assuming the SM Higgs boson production cross-section, the search sets upper limits at 95% confidence level on the branching ratio of Higgs bosons decaying into $b\bar{b}τ^+τ^-$, $\mathcal{B}(H \rightarrow aa \rightarrow b\bar{b}τ^+τ^-)$, between 2.2% and 3.9% depending on the pseudoscalar mass."
2412.14046,"A search for exotic decays of the 125 GeV Higgs boson into a pair of new spin-0 particles, $H \to aa$, where one decays into a photon pair and the other into a $τ$-lepton pair, is presented. Hadronic decays of the $τ$-leptons are considered and reconstructed using a dedicated tagger for collimated $τ$-lepton pairs. The search uses 140 fb$^{-1}$ of proton-proton collision data at a centre-of-mass energy of $\sqrt{s}=13$ TeV recorded between 2015 and 2018 by the ATLAS experiment at the Large Hadron Collider. The search is performed in the mass range of the $a$ boson between 10 GeV and 60 GeV. No significant excess of events is observed above the Standard Model background expectation. Model-independent upper limits at 95$\% $ confidence level are set on the branching ratio of the Higgs boson to the $γγττ$ final state, $\mathcal{B}(H\to aa\to γγττ)$, ranging from 0.2$\% $ to 2$\% $, depending on the $a$-boson mass hypothesis."
2503.05463,"A search for exotic decays of the Higgs boson into a pair of low-mass scalars that subsequently decay into $τ$-leptons, $H\rightarrow aa\rightarrow τ^+τ^-τ^+τ^-$, is presented. In models with Yukawa-like couplings, the decay to $τ$-leptons is favoured for light $a$-bosons, with mass in the range of $2m_τ &lt; m_a &lt; 2m_{b}$. Results are presented in the range of $4 \, \mathrm{GeV} &lt; m_a &lt; 15 \, \mathrm{GeV} $ using the $140\,\mathrm{fb}^{-1}$ of proton-proton collisions at $\sqrt{s}=13$ TeV recorded with the ATLAS detector during Run 2 of the Large Hadron Collider. This search focuses on the scenario where, for both di-$τ$ pairs, one of the $τ$-leptons decays to hadrons and neutrinos, while the other decays to a muon and neutrinos. In this mass range, the $a\rightarrow τ^+τ^-$ is Lorentz-boosted and a dedicated muon removal technique is used to reconstruct the di-$τ$ pairs. No significant excess above the Standard Model background prediction is observed. Upper limits on $(σ(H)/σ_{\mathrm{SM}}(H))\times \mathcal{B}(H\rightarrow aa\rightarrow 4τ)$ at $95\%$ confidence level are provided, ranging from $0.03$ to $0.10$ depending on the $a$-boson mass."
2507.01165,"A search for exotic decays of the Higgs boson $H$ into new scalar or pseudoscalar particles that subsequently decay into $b$-quarks is presented. The search considers $ZH$ production with several decay scenarios for the Higgs boson: first to a pair of identical scalars, $H\rightarrow 2a \rightarrow 4b$, second to a pair of scalars with different masses ($m_{a1}&lt;m_{a2}$), either directly, $H\rightarrow a_1a_2 \rightarrow 4b$, or via a longer decay chain, $H \rightarrow a_1a_2 \rightarrow 3a_1 \rightarrow 6b$. The analysis uses proton-proton collision data at $\sqrt{s} = 13$ TeV collected with the ATLAS detector at the Large Hadron Collider, corresponding to an integrated luminosity of $140~\mathrm{fb}^{-1}$. No significant excess above the Standard Model prediction is observed. The search sets upper limits at 95% confidence level on the ratio of the Higgs boson production cross-section to the SM prediction times the branching ratio of Higgs bosons decaying into $4b$ or $6b$, between 4% and 25% for $σ(ZH)/σ_{\text{SM}}(ZH) \times \mathcal{B}$($H \rightarrow 2a \rightarrow 4b$), between 24% and 38% for $σ(ZH)/σ_{\text{SM}}(ZH) \times \mathcal{B}$($H \rightarrow a_1a_2 \rightarrow 4b$), and between 10% and 20% for $σ(ZH)/σ_{\text{SM}}(ZH) \times \mathcal{B}$($H \rightarrow a_1a_2 \rightarrow 3a_1 \rightarrow 6b$), depending on the masses of the scalar particles."
2603.08323,"A search for a pair of low-mass pseudoscalars $a$ that promptly decay into $τ$-leptons is presented using 140 fb$^{-1}$ of proton-proton collision data at $13$ TeV centre-of-mass energy recorded with the ATLAS detector at the Large Hadron Collider. The result is used to place constraints on exotic decays of the Higgs boson into four $τ$-leptons, $H\to aa\to τ^+τ^-τ^+τ^-$. This search focuses on events with either one or two $τ$-leptons decaying into hadrons and neutrinos, and the remaining three or two $τ$-leptons decaying into either electron or muon and neutrinos. No significant excess is observed above the expected Standard Model background and upper limits at the 95% confidence level on $\mathcal{B}(H\rightarrow aa\rightarrow τ^+τ^-τ^+τ^-)$ are set ranging from 0.06 to 0.23, depending on the mass $m_a$ ranging from 15 to 60 GeV."
1506.00285,"A search for Higgs boson pair production $pp \to hh$ is performed with 19.5 fb$^{-1}$ of proton--proton collision data at $\sqrt{s}=$ 8 TeV, which were recorded by the ATLAS detector at the Large Hadron Collider in 2012. The decay products of each Higgs boson are reconstructed as a high-momentum $b\bar{b}$ system with either a pair of small-radius jets or a single large-radius jet, the latter exploiting jet substructure techniques and associated $b$-tagged track-jets. No evidence for resonant or non-resonant Higgs boson pair production is observed. The data are interpreted in the context of the Randall--Sundrum model with a warped extra dimension as well as the two-Higgs-doublet model. An upper limit on the cross-section for $pp \to G^{*}_{\mathrm{KK}} \to hh \to b\bar{b} b\bar{b}$ of 3.2 (2.3) fb is set for a Kaluza--Klein graviton $G^{*}_{\mathrm{KK}}$ mass of 1.0 (1.5) TeV, at the 95\% confidence level. The search for non-resonant Standard Model $hh$ production sets an observed 95\% confidence level upper limit on the production cross-section $σ(pp \to hh \to b\bar{b}b\bar{b})$ of 202 fb, compared to a SM prediction of $σ(pp \to hh \to b\bar{b}b\bar{b}) = 3.6 \pm 0.5$ fb."
